60,6,6,2223,12/28/2007,1/11/2008
61,5,7,1924,12/21/2007,1/4/2008
61,10,7,3445,12/22/2007,1/5/2008
62,4,7,1625,12/28/2007,1/11/2008
62,9,7,3146,1/3/2008,1/17/2008
63,3,7,1326,1/2/2008,1/16/2008
63,8,7,2847,12/28/2007,1/11/2008
64,2,7,1027,12/20/2007,1/3/2008
64,7,7,2548,12/20/2007,1/3/2008
65,1,7,728,12/21/2007,1/4/2008
65,6,7,2249,12/26/2007,1/9/2008
66,5,7,1950,12/30/2007,1/13/2008
66,10,7,3484,12/24/2007,1/7/2008
67,4,7,1651,1/1/2008,1/15/2008
67,9,7,3185,12/31/2007,1/14/2008
68,3,7,1352,1/1/2008,1/15/2008
68,8,7,2886,12/20/2007,1/3/2008
69,2,7,1053,12/30/2007,1/13/2008
69,7,7,2587,12/23/2007,1/6/2008
70,1,7,754,12/26/2007,1/9/2008
70,6,7,2288,12/24/2007,1/7/2008
71,5,8,1989,12/23/2007,1/6/2008
71,10,8,3510,12/26/2007,1/9/2008
72,4,8,1690,12/20/2007,1/3/2008
72,9,8,3211,12/28/2007,1/11/2008
73,3,8,1391,12/31/2007,1/14/2008
73,8,8,2912,12/28/2007,1/11/2008
74,2,8,1092,12/24/2007,1/7/2008
74,7,8,2613,12/26/2007,1/9/2008
75,1,8,793,12/31/2007,1/14/2008
75,6,8,2314,12/22/2007,1/5/2008
76,5,8,2015,1/1/2008,1/15/2008
76,10,8,3549,12/28/2007,1/11/2008
77,4,8,1716,12/24/2007,1/7/2008
77,9,8,3250,12/25/2007,1/8/2008
78,3,8,1417,12/30/2007,1/13/2008
78,8,8,2951,12/20/2007,1/3/2008
79,2,8,1118,1/3/2008,1/17/2008
79,7,8,2652,12/29/2007,1/12/2008
80,1,8,819,12/20/2007,1/3/2008
80,6,8,2353,12/20/2007,1/3/2008
81,5,9,2054,12/25/2007,1/8/2008
81,10,9,3575,12/30/2007,1/13/2008
82,4,9,1755,12/28/2007,1/11/2008
82,9,9,3276,12/22/2007,1/5/2008
83,3,9,1456,12/29/2007,1/12/2008
83,8,9,2977,12/28/2007,1/11/2008
84,2,9,1157,12/28/2007,1/11/2008
84,7,9,2678,1/1/2008,1/15/2008
85,1,9,858,12/25/2007,1/8/2008
85,6,9,2379,1/3/2008,1/17/2008
86,5,9,2080,1/3/2008,1/17/2008
86,10,9,3614,1/1/2008,1/15/2008
87,4,9,1781,1/1/2008,1/15/2008
87,9,9,3315,1/4/2008,1/18/2008
88,3,9,1482,12/28/2007,1/11/2008
88,8,9,3016,12/20/2007,1/3/2008
89,2,9,1183,12/22/2007,1/5/2008
89,7,9,2717,1/4/2008,1/18/2008
90,1,9,884,12/30/2007,1/13/2008
90,6,9,2418,1/1/2008,1/15/2008
91,5,10,2119,12/27/2007,1/10/2008
91,10,10,3640,1/3/2008,1/17/2008
92,4,10,1820,12/20/2007,1/3/2008
92,9,10,3341,1/1/2008,1/15/2008
93,3,10,1521,12/27/2007,1/10/2008
93,8,10,3042,12/28/2007,1/11/2008
94,2,10,1222,1/1/2008,1/15/2008
94,7,10,2743,12/22/2007,1/5/2008
95,1,10,923,1/4/2008,1/18/2008
95,6,10,2444,12/30/2007,1/13/2008
96,5,10,2145,12/20/2007,1/3/2008
96,10,10,3679,12/20/2007,1/3/2008
97,4,10,1846,12/24/2007,1/7/2008
97,9,10,3380,12/29/2007,1/12/2008
98,3,10,1547,12/26/2007,1/9/2008
98,8,10,3081,12/20/2007,1/3/2008
99,2,10,1248,12/26/2007,1/9/2008
99,7,10,2782,12/25/2007,1/8/2008
100,1,10,949,12/24/2007,1/7/2008
100,6,10,2483,12/28/2007,1/11/2008
101,5,11,2184,12/29/2007,1/12/2008
101,10,11,3705,12/22/2007,1/5/2008
102,4,11,1885,12/28/2007,1/11/2008
102,9,11,3406,12/26/2007,1/9/2008
103,3,11,1586,12/25/2007,1/8/2008
103,8,11,3107,12/28/2007,1/11/2008
104,2,11,1287,12/20/2007,1/3/2008
104,7,11,2808,12/28/2007,1/11/2008
105,1,11,988,12/29/2007,1/12/2008
105,6,11,2509,12/26/2007,1/9/2008
106,5,11,2210,12/22/2007,1/5/2008
106,10,11,3744,12/24/2007,1/7/2008
107,4,11,1911,1/1/2008,1/15/2008
107,9,11,3445,12/23/2007,1/6/2008
108,3,11,1612,12/24/2007,1/7/2008
108,8,11,3146,12/20/2007,1/3/2008
109,2,11,1313,12/30/2007,1/13/2008
109,7,11,2847,12/31/2007,1/14/2008
110,1,11,1014,1/3/2008,1/17/2008
110,6,11,2548,12/24/2007,1/7/2008
111,5,12,2249,12/31/2007,1/14/2008
111,10,12,3770,12/26/2007,1/9/2008
112,4,12,1950,12/20/2007,1/3/2008
112,9,12,3471,12/20/2007,1/3/2008
113,3,12,1651,12/23/2007,1/6/2008
113,8,12,3172,12/28/2007,1/11/2008
114,2,12,1352,12/24/2007,1/7/2008
114,7,12,2873,1/3/2008,1/17/2008
115,1,12,1053,12/23/2007,1/6/2008
115,6,12,2574,12/22/2007,1/5/2008
116,5,12,2275,12/24/2007,1/7/2008
116,10,12,3809,12/28/2007,1/11/2008
117,4,12,1976,12/24/2007,1/7/2008
117,9,12,3510,1/2/2008,1/16/2008
118,3,12,1677,12/22/2007,1/5/2008
118,8,12,3211,12/20/2007,1/3/2008
119,2,12,1378,1/3/2008,1/17/2008
119,7,12,2912,12/21/2007,1/4/2008
120,1,12,1079,12/28/2007,1/11/2008
120,6,12,2613,12/20/2007,1/3/2008
121,5,13,2314,1/2/2008,1/16/2008
121,10,13,3835,12/30/2007,1/13/2008
122,4,13,2015,12/28/2007,1/11/2008
122,9,13,3536,12/30/2007,1/13/2008
123,3,13,1716,12/21/2007,1/4/2008
123,8,13,3237,12/28/2007,1/11/2008
124,2,13,1417,12/28/2007,1/11/2008
124,7,13,2938,12/24/2007,1/7/2008
125,1,13,1118,1/2/2008,1/16/2008
125,6,13,2639,1/3/2008,1/17/2008
126,5,13,2340,12/26/2007,1/9/2008
126,10,13,3874,1/1/2008,1/15/2008
127,4,13,2041,1/1/2008,1/15/2008
127,9,13,3575,12/27/2007,1/10/2008
128,3,13,1742,12/20/2007,1/3/2008
128,8,13,3276,12/20/2007,1/3/2008
129,2,13,1443,12/22/2007,1/5/2008
129,7,13,2977,12/27/2007,1/10/2008
130,1,13,1144,12/22/2007,1/5/2008
130,6,13,2678,1/1/2008,1/15/2008
131,5,14,2379,1/4/2008,1/18/2008
131,10,14,3900,1/3/2008,1/17/2008
132,4,14,2080,12/20/2007,1/3/2008
132,9,14,3601,12/24/2007,1/7/2008
133,3,14,1781,1/4/2008,1/18/2008
133,8,14,3302,12/28/2007,1/11/2008
134,2,14,1482,1/1/2008,1/15/2008
134,7,14,3003,12/30/2007,1/13/2008
135,1,14,1183,12/27/2007,1/10/2008
135,6,14,2704,12/30/2007,1/13/2008
136,5,14,2405,12/28/2007,1/11/2008
136,10,14,3939,12/20/2007,1/3/2008
137,4,14,2106,12/24/2007,1/7/2008
137,9,14,3640,12/21/2007,1/4/2008
138,3,14,1807,1/3/2008,1/17/2008
138,8,14,3341,12/20/2007,1/3/2008
139,2,14,1508,12/26/2007,1/9/2008
139,7,14,3042,1/2/2008,1/16/2008
140,1,14,1209,1/1/2008,1/15/2008
140,6,14,2743,12/28/2007,1/11/2008
141,5,15,2444,12/21/2007,1/4/2008
141,10,15,3965,12/22/2007,1/5/2008
142,4,15,2145,12/28/2007,1/11/2008
142,9,15,3666,1/3/2008,1/17/2008
143,3,15,1846,1/2/2008,1/16/2008
143,8,15,3367,12/28/2007,1/11/2008
144,2,15,1547,12/20/2007,1/3/2008
144,7,15,3068,12/20/2007,1/3/2008
145,1,15,1248,12/21/2007,1/4/2008
145,6,15,2769,12/26/2007,1/9/2008
146,5,15,2470,12/30/2007,1/13/2008
146,10,15,4004,12/24/2007,1/7/2008
147,4,15,2171,1/1/2008,1/15/2008
147,9,15,3705,12/31/2007,1/14/2008
148,3,15,1872,1/1/2008,1/15/2008
148,8,15,3406,12/20/2007,1/3/2008
149,2,15,1573,12/30/2007,1/13/2008
149,7,15,3107,12/23/2007,1/6/2008
150,1,15,1274,12/26/2007,1/9/2008
150,6,15,2808,12/24/2007,1/7/2008
151,5,16,2509,12/23/2007,1/6/2008
151,10,16,4030,12/26/2007,1/9/2008
152,4,16,2210,12/20/2007,1/3/2008
152,9,16,3731,12/28/2007,1/11/2008
153,3,16,1911,12/31/2007,1/14/2008
153,8,16,3432,12/28/2007,1/11/2008
154,2,16,1612,12/24/2007,1/7/2008
154,7,16,3133,12/26/2007,1/9/2008
155,1,16,1313,12/31/2007,1/14/2008
155,6,16,2834,12/22/2007,1/5/2008
156,5,16,2535,1/1/2008,1/15/2008
156,10,16,4069,12/28/2007,1/11/2008
157,4,16,2236,12/24/2007,1/7/2008
157,9,16,3770,12/25/2007,1/8/2008
158,3,16,1937,12/30/2007,1/13/2008
158,8,16,3471,12/20/2007,1/3/2008
159,2,16,1638,1/3/2008,1/17/2008
159,7,16,3172,12/29/2007,1/12/2008
160,1,16,1339,12/20/2007,1/3/2008
160,6,16,2873,12/20/2007,1/3/2008
161,5,17,2574,12/25/2007,1/8/2008
161,10,17,4095,12/30/2007,1/13/2008
162,4,17,2275,12/28/2007,1/11/2008
162,9,17,3796,12/22/2007,1/5/2008
163,3,17,1976,12/29/2007,1/12/2008
163,8,17,3497,12/28/2007,1/11/2008
164,2,17,1677,12/28/2007,1/11/2008
164,7,17,3198,1/1/2008,1/15/2008
165,1,17,1378,12/25/2007,1/8/2008
165,6,17,2899,1/3/2008,1/17/2008
166,5,17,2600,1/3/2008,1/17/2008
166,10,17,4134,1/1/2008,1/15/2008
167,4,17,2301,1/1/2008,1/15/2008
167,9,17,3835,1/4/2008,1/18/2008
168,3,17,2002,12/28/2007,1/11/2008
168,8,17,3536,12/20/2007,1/3/2008
169,2,17,1703,12/22/2007,1/5/2008
169,7,17,3237,1/4/2008,1/18/2008
170,1,17,1404,12/30/2007,1/13/2008
170,6,17,2938,1/1/2008,1/15/2008
171,5,18,2639,12/27/2007,1/10/2008
171,10,18,4160,1/3/2008,1/17/2008
172,4,18,2340,12/20/2007,1/3/2008
172,9,18,3861,1/1/2008,1/15/2008
173,3,18,2041,12/27/2007,1/10/2008
173,8,18,3562,12/28/2007,1/11/2008
174,2,18,1742,1/1/2008,1/15/2008
174,7,18,3263,12/22/2007,1/5/2008
175,1,18,1443,1/4/2008,1/18/2008
175,6,18,2964,12/30/2007,1/13/2008
176,5,18,2665,12/20/2007,1/3/2008
176,10,18,4199,12/20/2007,1/3/2008
177,4,18,2366,12/24/2007,1/7/2008
177,9,18,3900,12/29/2007,1/12/2008
178,3,18,2067,12/26/2007,1/9/2008
178,8,18,3601,12/20/2007,1/3/2008
179,2,18,1768,12/26/2007,1/9/2008
179,7,18,3302,12/25/2007,1/8/2008
180,1,18,1469,12/24/2007,1/7/2008
180,6,18,3003,12/28/2007,1/11/2008
181,5,19,2704,12/29/2007,1/12/2008
181,10,19,4225,12/22/2007,1/5/2008
182,4,19,2405,12/28/2007,1/11/2008
182,9,19,3926,12/26/2007,1/9/2008
183,3,19,2106,12/25/2007,1/8/2008
183,8,19,3627,12/28/2007,1/11/2008
184,2,19,1807,12/20/2007,1/3/2008
184,7,19,3328,12/28/2007,1/11/2008
185,1,19,1508,12/29/2007,1/12/2008
185,6,19,3029,12/26/2007,1/9/2008
186,5,19,2730,12/22/2007,1/5/2008
186,10,19,4264,12/24/2007,1/7/2008
187,4,19,2431,1/1/2008,1/15/2008
187,9,19,3965,12/23/2007,1/6/2008
188,3,19,2132,12/24/2007,1/7/2008
188,8,19,3666,12/20/2007,1/3/2008
189,2,19,1833,12/30/2007,1/13/2008
189,7,19,3367,12/31/2007,1/14/2008
190,1,19,1534,1/3/2008,1/17/2008
190,6,19,3068,12/24/2007,1/7/2008
191,5,20,2769,12/31/2007,1/14/2008
191,10,20,4290,12/26/2007,1/9/2008
192,4,20,2470,12/20/2007,1/3/2008
192,9,20,3991,12/20/2007,1/3/2008
193,3,20,2171,12/23/2007,1/6/2008
193,8,20,3692,12/28/2007,1/11/2008
194,2,20,1872,12/24/2007,1/7/2008
194,7,20,3393,1/3/2008,1/17/2008
195,1,20,1573,12/23/2007,1/6/2008
195,6,20,3094,12/22/2007,1/5/2008
196,5,20,2795,12/24/2007,1/7/2008
196,10,20,4329,12/28/2007,1/11/2008
197,4,20,2496,12/24/2007,1/7/2008
197,9,20,4030,1/2/2008,1/16/2008
198,3,20,2197,12/22/2007,1/5/2008
198,8,20,3731,12/20/2007,1/3/2008
199,2,20,1898,1/3/2008,1/17/2008
199,7,20,3432,12/21/2007,1/4/2008
200,1,20,1599,12/28/2007,1/11/2008
200,6,20,3133,12/20/2007,1/3/2008
201,5,21,2834,1/2/2008,1/16/2008
201,10,21,4355,12/30/2007,1/13/2008
202,4,21,2535,12/28/2007,1/11/2008
202,9,21,4056,12/30/2007,1/13/2008
203,3,21,2236,12/21/2007,1/4/2008
203,8,21,3757,12/28/2007,1/11/2008
204,2,21,1937,12/28/2007,1/11/2008
204,7,21,3458,12/24/2007,1/7/2008
205,1,21,1638,1/2/2008,1/16/2008
205,6,21,3159,1/3/2008,1/17/2008
206,5,21,2860,12/26/2007,1/9/2008
206,10,21,4394,1/1/2008,1/15/2008
207,4,21,2561,1/1/2008,1/15/2008
207,9,21,4095,12/27/2007,1/10/2008
208,3,21,2262,12/20/2007,1/3/2008
208,8,21,3796,12/20/2007,1/3/2008
209,2,21,1963,12/22/2007,1/5/2008
209,7,21,3497,12/27/2007,1/10/2008
210,1,21,1664,12/22/2007,1/5/2008
210,6,21,3198,1/1/2008,1/15/2008
211,5,22,2899,1/4/2008,1/18/2008
211,10,22,4420,1/3/2008,1/17/2008
212,4,22,2600,12/20/2007,1/3/2008
212,9,22,4121,12/24/2007,1/7/2008
213,3,22,2301,1/4/2008,1/18/2008
213,8,22,3822,12/28/2007,1/11/2008
214,2,22,2002,1/1/2008,1/15/2008
214,7,22,3523,12/30/2007,1/13/2008
215,1,22,1703,12/27/2007,1/10/2008
215,6,22,3224,12/30/2007,1/13/2008
216,5,22,2925,12/28/2007,1/11/2008
216,10,22,4459,12/20/2007,1/3/2008
217,4,22,2626,12/24/2007,1/7/2008
217,9,22,4160,12/21/2007,1/4/2008
218,3,22,2327,1/3/2008,1/17/2008
218,8,22,3861,12/20/2007,1/3/2008
219,2,22,2028,12/26/2007,1/9/2008
219,7,22,3562,1/2/2008,1/16/2008
220,1,22,1729,1/1/2008,1/15/2008
220,6,22,3263,12/28/2007,1/11/2008
221,5,23,2964,12/21/2007,1/4/2008
221,10,23,4485,12/22/2007,1/5/2008
222,4,23,2665,12/28/2007,1/11/2008
222,9,23,4186,1/3/2008,1/17/2008
223,3,23,2366,1/2/2008,1/16/2008
223,8,23,3887,12/28/2007,1/11/2008
224,2,23,2067,12/20/2007,1/3/2008
224,7,23,3588,12/20/2007,1/3/2008
225,1,23,1768,12/21/2007,1/4/2008
225,6,23,3289,12/26/2007,1/9/2008
226,5,23,2990,12/30/2007,1/13/2008
226,10,23,4524,12/24/2007,1/7/2008
227,4,23,2691,1/1/2008,1/15/2008
227,9,23,4225,12/31/2007,1/14/2008
228,3,23,2392,1/1/2008,1/15/2008
228,8,23,3926,12/20/2007,1/3/2008
229,2,23,2093,12/30/2007,1/13/2008
229,7,23,3627,12/23/2007,1/6/2008
230,1,23,1794,12/26/2007,1/9/2008
230,6,23,3328,12/24/2007,1/7/2008
231,5,24,3029,12/23/2007,1/6/2008
231,10,24,4550,12/26/2007,1/9/2008
232,4,24,2730,12/20/2007,1/3/2008
232,9,24,4251,12/28/2007,1/11/2008
233,3,24,2431,12/31/2007,1/14/2008
233,8,24,3952,12/28/2007,1/11/2008
234,2,24,2132,12/24/2007,1/7/2008
234,7,24,3653,12/26/2007,1/9/2008
235,1,24,1833,12/31/2007,1/14/2008
235,6,24,3354,12/22/2007,1/5/2008
236,5,24,3055,1/1/2008,1/15/2008
236,10,24,4589,12/28/2007,1/11/2008
237,4,24,2756,12/24/2007,1/7/2008
237,9,24,4290,12/25/2007,1/8/2008
238,3,24,2457,12/30/2007,1/13/2008
238,8,24,3991,12/20/2007,1/3/2008
239,2,24,2158,1/3/2008,1/17/2008
239,7,24,3692,12/29/2007,1/12/2008
240,1,24,1859,12/20/2007,1/3/2008
240,6,24,3393,12/20/2007,1/3/2008
241,5,25,3094,12/25/2007,1/8/2008
241,10,25,4615,12/30/2007,1/13/2008
242,4,25,2795,12/28/2007,1/11/2008
242,9,25,4316,12/22/2007,1/5/2008
243,3,25,2496,12/29/2007,1/12/2008
243,8,25,4017,12/28/2007,1/11/2008
244,2,25,2197,12/28/2007,1/11/2008
244,7,25,3718,1/1/2008,1/15/2008
245,1,25,1898,12/25/2007,1/8/2008
245,6,25,3419,1/3/2008,1/17/2008
246,5,25,3120,1/3/2008,1/17/2008
246,10,25,4654,1/1/2008,1/15/2008
247,4,25,2821,1/1/2008,1/15/2008
247,9,25,4355,1/4/2008,1/18/2008
248,3,25,2522,12/28/2007,1/11/2008
248,8,25,4056,12/20/2007,1/3/2008
249,2,25,2223,12/22/2007,1/5/2008
249,7,25,3757,1/4/2008,1/18/2008
250,1,25,1924,12/30/2007,1/13/2008
250,6,25,3458,1/1/2008,1/15/2008
251,5,26,3159,12/27/2007,1/10/2008
251,10,26,4680,1/3/2008,1/17/2008
252,4,26,2860,12/20/2007,1/3/2008
252,9,26,4381,1/1/2008,1/15/2008
253,3,26,2561,12/27/2007,1/10/2008
253,8,26,4082,12/28/2007,1/11/2008
254,2,26,2262,1/1/2008,1/15/2008
254,7,26,3783,12/22/2007,1/5/2008
255,1,26,1963,1/4/2008,1/18/2008
255,6,26,3484,12/30/2007,1/13/2008
256,5,26,3185,12/20/2007,1/3/2008
256,10,26,4719,12/20/2007,1/3/2008
257,4,26,2886,12/24/2007,1/7/2008
257,9,26,4420,12/29/2007,1/12/2008
258,3,26,2587,12/26/2007,1/9/2008
258,8,26,4121,12/20/2007,1/3/2008
259,2,26,2288,12/26/2007,1/9/2008
259,7,26,3822,12/25/2007,1/8/2008
260,1,26,1989,12/24/2007,1/7/2008
260,6,26,3523,12/28/2007,1/11/2008
261,5,27,3224,12/29/2007,1/12/2008
261,10,27,4745,12/22/2007,1/5/2008
262,4,27,2925,12/28/2007,1/11/2008
262,9,27,4446,12/26/2007,1/9/2008
263,3,27,2626,12/25/2007,1/8/2008
263,8,27,4147,12/28/2007,1/11/2008
264,2,27,2327,12/20/2007,1/3/2008
264,7,27,3848,12/28/2007,1/11/2008
265,1,27,2028,12/29/2007,1/12/2008
265,6,27,3549,12/26/2007,1/9/2008
266,5,27,3250,12/22/2007,1/5/2008
266,10,27,4784,12/24/2007,1/7/2008
267,4,27,2951,1/1/2008,1/15/2008
267,9,27,4485,12/23/2007,1/6/2008
268,3,27,2652,12/24/2007,1/7/2008
268,8,27,4186,12/20/2007,1/3/2008
269,2,27,2353,12/30/2007,1/13/2008
269,7,27,3887,12/31/2007,1/14/2008
270,1,27,2054,1/3/2008,1/17/2008
270,6,27,3588,12/24/2007,1/7/2008
271,5,28,3289,12/31/2007,1/14/2008
271,10,28,4810,12/26/2007,1/9/2008
272,4,28,2990,12/20/2007,1/3/2008
272,9,28,4511,12/20/2007,1/3/2008
273,3,28,2691,12/23/2007,1/6/2008
273,8,28,4212,12/28/2007,1/11/2008
274,2,28,2392,12/24/2007,1/7/2008
274,7,28,3913,1/3/2008,1/17/2008
275,1,28,2093,12/23/2007,1/6/2008
275,6,28,3614,12/22/2007,1/5/2008
276,5,28,3315,12/24/2007,1/7/2008
276,10,28,4849,12/28/2007,1/11/2008
277,4,28,3016,12/24/2007,1/7/2008
277,9,28,4550,1/2/2008,1/16/2008
278,3,28,2717,12/22/2007,1/5/2008
278,8,28,4251,12/20/2007,1/3/2008
279,2,28,2418,1/3/2008,1/17/2008
279,7,28,3952,12/21/2007,1/4/2008
280,1,28,2119,12/28/2007,1/11/2008
280,6,28,3653,12/20/2007,1/3/2008
281,5,29,3354,1/2/2008,1/16/2008
281,10,29,4875,12/30/2007,1/13/2008
282,4,29,3055,12/28/2007,1/11/2008
282,9,29,4576,12/30/2007,1/13/2008
283,3,29,2756,12/21/2007,1/4/2008
283,8,29,4277,12/28/2007,1/11/2008
284,2,29,2457,12/28/2007,1/11/2008
284,7,29,3978,12/24/2007,1/7/2008
285,1,29,2158,1/2/2008,1/16/2008
285,6,29,3679,1/3/2008,1/17/2008
286,5,29,3380,12/26/2007,1/9/2008
286,10,29,4914,1/1/2008,1/15/2008
287,4,29,3081,1/1/2008,1/15/2008
287,9,29,4615,12/27/2007,1/10/2008
288,3,29,2782,12/20/2007,1/3/2008
288,8,29,4316,12/20/2007,1/3/2008
289,2,29,2483,12/22/2007,1/5/2008
289,7,29,4017,12/27/2007,1/10/2008
290,1,29,2184,12/22/2007,1/5/2008
290,6,29,3718,1/1/2008,1/15/2008
291,5,30,3419,1/4/2008,1/18/2008
291,10,30,4940,1/3/2008,1/17/2008
292,4,30,3120,12/20/2007,1/3/2008
292,9,30,4641,12/24/2007,1/7/2008
293,3,30,2821,1/4/2008,1/18/2008
293,8,30,4342,12/28/2007,1/11/2008
294,2,30,2522,1/1/2008,1/15/2008
294,7,30,4043,12/30/2007,1/13/2008
295,1,30,2223,12/27/2007,1/10/2008
295,6,30,3744,12/30/2007,1/13/2008
296,5,30,3445,12/28/2007,1/11/2008
296,10,30,4979,12/20/2007,1/3/2008
297,4,30,3146,12/24/2007,1/7/2008
297,9,30,4680,12/21/2007,1/4/2008
298,3,30,2847,1/3/2008,1/17/2008
298,8,30,4381,12/20/2007,1/3/2008
299,2,30,2548,12/26/2007,1/9/2008
299,7,30,4082,1/2/2008,1/16/2008
300,1,30,2249,1/1/2008,1/15/2008
300,6,30,3783,12/28/2007,1/11/2008
301,5,31,3484,12/21/2007,1/4/2008
301,10,31,5005,12/22/2007,1/5/2008
302,4,31,3185,12/28/2007,1/11/2008
302,9,31,4706,1/3/2008,1/17/2008
303,3,31,2886,1/2/2008,1/16/2008
303,8,31,4407,12/28/2007,1/11/2008
304,2,31,2587,12/20/2007,1/3/2008
304,7,31,4108,12/20/2007,1/3/2008
305,1,31,2288,12/21/2007,1/4/2008
305,6,31,3809,12/26/2007,1/9/2008
